movie_id,user_id,rating_val
women-talking,shawnpeer13,6
crazy-stupid-love,shawnpeer13,7
beautiful-boy-2018,shawnpeer13,7
scream,shawnpeer13,8
glass-onion,shawnpeer13,7
anyone-but-you,shawnpeer13,6
back-to-the-future,shawnpeer13,9
the-wolf-of-wall-street,shawnpeer13,9
in-bruges,shawnpeer13,8
how-to-train-your-dragon-the-hidden-world,shawnpeer13,7
for-a-few-dollars-more,shawnpeer13,6
the-hobbit-the-battle-of-the-five-armies,shawnpeer13,4
guardians-of-the-galaxy-vol-3,shawnpeer13,6
licorice-pizza,shawnpeer13,8
eighth-grade,shawnpeer13,8
bones-and-all,shawnpeer13,8
little-shop-of-horrors,shawnpeer13,8
la-confidential,shawnpeer13,7
the-menu-2022,shawnpeer13,8
life-2017,shawnpeer13,6
happy-death-day-2u,shawnpeer13,5
chernobyl,shawnpeer13,9
black-panther-wakanda-forever,shawnpeer13,8
saw,shawnpeer13,6
click,shawnpeer13,5
elemental-2023,shawnpeer13,7
batman-robin,shawnpeer13,1
the-devil-wears-prada,shawnpeer13,6
the-green-mile,shawnpeer13,7
the-conjuring,shawnpeer13,7
saturday-night-2024,shawnpeer13,7
mission-impossible-rogue-nation,shawnpeer13,8
bad-times-at-the-el-royale,shawnpeer13,8
beetlejuice-beetlejuice,shawnpeer13,7
creed,shawnpeer13,9
mission-impossible-fallout,shawnpeer13,9
chronicle,shawnpeer13,7
the-little-mermaid,shawnpeer13,9
the-avengers-2012,shawnpeer13,8
deadpool-wolverine,shawnpeer13,7
turning-red,shawnpeer13,8
the-descent,shawnpeer13,6
oceans-eleven-2001,shawnpeer13,8
reservoir-dogs,shawnpeer13,9
candyman-2021,shawnpeer13,7
collateral,shawnpeer13,8
swiss-army-man,shawnpeer13,8
mulholland-drive,shawnpeer13,8
poor-things-2023,shawnpeer13,8
scream-2,shawnpeer13,6
despicable-me-3,shawnpeer13,6
upgrade,shawnpeer13,7
the-fly-1986,shawnpeer13,8
jumanji,shawnpeer13,6
doctor-sleep,shawnpeer13,7
logan-2017,shawnpeer13,8
the-lord-of-the-rings-the-return-of-the-king,shawnpeer13,8
x-men-apocalypse,shawnpeer13,3
war-for-the-planet-of-the-apes,shawnpeer13,8
scream-vi,shawnpeer13,7
fresh-2022,shawnpeer13,6
arrival-2016,shawnpeer13,8
bullet-train,shawnpeer13,5
bill-teds-excellent-adventure,shawnpeer13,7
dallas-buyers-club,shawnpeer13,8
silver-linings-playbook,shawnpeer13,8
wonder-2017,shawnpeer13,7
tangled-2010,shawnpeer13,8
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,shawnpeer13,7
kill-bill-vol-1,shawnpeer13,8
companion-2025,shawnpeer13,7
venom-2018,shawnpeer13,4
materialists,shawnpeer13,6
13-going-on-30-3,shawnpeer13,7
mad-max,shawnpeer13,6
godzilla-minus-one,shawnpeer13,8
it-2017,shawnpeer13,8
paddington-2,shawnpeer13,8
red-notice,shawnpeer13,5
kung-fu-panda-2,shawnpeer13,6
the-fall-guy-2024,shawnpeer13,7
aftersun,shawnpeer13,8
ad-astra-2019,shawnpeer13,7
murder-on-the-orient-express-2017,shawnpeer13,5
missing-2023,shawnpeer13,8
first-man,shawnpeer13,8
a-real-pain,shawnpeer13,8
ambulance-2022,shawnpeer13,6
life-is-beautiful,shawnpeer13,9
mrs-doubtfire,shawnpeer13,7
back-to-the-future-part-iii,shawnpeer13,6
pokemon-detective-pikachu,shawnpeer13,5
uncut-gems,shawnpeer13,8
the-40-year-old-virgin,shawnpeer13,8
the-apprentice-2024,shawnpeer13,6
oppenheimer-2023,shawnpeer13,8
the-prince-of-egypt,shawnpeer13,8
civil-war-2024,shawnpeer13,8
les-miserables-2012,shawnpeer13,7
star-wars-episode-iii-revenge-of-the-sith,shawnpeer13,6
steve-jobs,shawnpeer13,8
inside-out-2015,shawnpeer13,9
heretic-2024,shawnpeer13,7
twilight-2008,shawnpeer13,3
kpop-demon-hunters,shawnpeer13,7
luca-2021,shawnpeer13,5
unbreakable,shawnpeer13,7
the-banshees-of-inisherin,shawnpeer13,8
a-nightmare-on-elm-street,shawnpeer13,7
the-farewell-2019,shawnpeer13,8
the-karate-kid,shawnpeer13,8
some-like-it-hot,shawnpeer13,7
venom-let-there-be-carnage,shawnpeer13,6
the-texas-chain-saw-massacre,shawnpeer13,6
hacksaw-ridge,shawnpeer13,8
barbie,shawnpeer13,9
10-things-i-hate-about-you,shawnpeer13,6
21-jump-street,shawnpeer13,9
death-becomes-her,shawnpeer13,7
monkey-man,shawnpeer13,7
spider-man-2,shawnpeer13,8
anatomy-of-a-fall,shawnpeer13,8
blackberry-2023,shawnpeer13,7
clueless,shawnpeer13,5
the-notebook,shawnpeer13,7
boogie-nights,shawnpeer13,9
oldboy,shawnpeer13,8
bridesmaids,shawnpeer13,7
taken,shawnpeer13,6
pirates-of-the-caribbean-the-curse-of-the-black-pearl,shawnpeer13,6
the-darjeeling-limited,shawnpeer13,7
the-social-network,shawnpeer13,9
mamma-mia,shawnpeer13,5
parasite-2019,uncoolcat,10
x-men-first-class,uncoolcat,9
hail-caesar-2016,uncoolcat,10
the-holdovers,uncoolcat,8
asteroid-city,uncoolcat,8
the-power-of-the-dog,uncoolcat,4
the-northman,uncoolcat,7
saltburn,uncoolcat,2
suspiria,uncoolcat,10
mission-impossible,uncoolcat,10
thor,uncoolcat,8
good-time,uncoolcat,9
godzilla,uncoolcat,10
the-grand-budapest-hotel,uncoolcat,10
nope,uncoolcat,4
thor-ragnarok,uncoolcat,8
blackkklansman,uncoolcat,10
the-muppets,uncoolcat,8
eraserhead,uncoolcat,10
mad-max-fury-road,uncoolcat,8
inside-man,uncoolcat,8
the-avengers-2012,uncoolcat,10
spider-man-homecoming,uncoolcat,8
perfect-days-2023,uncoolcat,9
guardians-of-the-galaxy,uncoolcat,8
step-brothers,uncoolcat,10
the-substance,uncoolcat,4
red-notice,uncoolcat,8
the-life-aquatic-with-steve-zissou,uncoolcat,7
drive-2011,uncoolcat,9
memories-of-murder,uncoolcat,10
the-first-omen,uncoolcat,6
evil-dead-rise,uncoolcat,7
the-worst-person-in-the-world,uncoolcat,3
night-of-the-living-dead,uncoolcat,10
the-lego-batman-movie,uncoolcat,6
hellraiser,uncoolcat,10
mission-impossible-fallout,uncoolcat,5
fear-and-loathing-in-las-vegas,uncoolcat,10
true-grit-2010,uncoolcat,9
ad-astra-2019,uncoolcat,4
army-of-darkness,uncoolcat,10
21-jump-street,uncoolcat,9
the-babysitter-2017,uncoolcat,6
knives-out-2019,uncoolcat,4
war-for-the-planet-of-the-apes,uncoolcat,3
love-lies-bleeding-2024,uncoolcat,8
avengers-infinity-war,uncoolcat,9
black-panther,uncoolcat,9
the-disaster-artist,uncoolcat,6
boogie-nights,uncoolcat,10
halloween-ii-1981,uncoolcat,5
the-batman,uncoolcat,2
deadpool,uncoolcat,9
the-witch-2015,uncoolcat,10
the-aviator,uncoolcat,4
logan-lucky,uncoolcat,8
catch-me-if-you-can-2002,uncoolcat,8
marriage-story-2019,uncoolcat,6
snowpiercer,uncoolcat,9
the-conjuring-2,uncoolcat,7
prometheus,uncoolcat,8
raiders-of-the-lost-ark,uncoolcat,10
inside-llewyn-davis,uncoolcat,10
guardians-of-the-galaxy-vol-2,uncoolcat,10
spider-man-far-from-home,uncoolcat,10
blackberry-2023,uncoolcat,10
bottle-rocket-1996,uncoolcat,9
the-hunger-games,uncoolcat,6
argo,uncoolcat,8
sinners-2025,uncoolcat,10
black-widow-2021,uncoolcat,8
glass-2019,uncoolcat,4
airplane,uncoolcat,10
interstellar,uncoolcat,8
the-french-dispatch,uncoolcat,5
pokemon-detective-pikachu,uncoolcat,7
nobody-2021,uncoolcat,9
the-incredibles,uncoolcat,6
im-thinking-of-ending-things,uncoolcat,7
fast-five,uncoolcat,8
it-follows,uncoolcat,8
12-angry-men,uncoolcat,10
fast-furious,uncoolcat,6
snatch,uncoolcat,8
ant-man-and-the-wasp-quantumania,uncoolcat,7
doctor-sleep,uncoolcat,7
halloween-ends,uncoolcat,1
high-and-low,uncoolcat,10
the-blair-witch-project,uncoolcat,10
us-2019,uncoolcat,6
scream-3,uncoolcat,2
raising-arizona,uncoolcat,10
suspiria-2018,uncoolcat,2
ice-age,uncoolcat,4
warfare,uncoolcat,4
good-will-hunting,uncoolcat,3
godzilla-2014,uncoolcat,5
the-nun-2018,uncoolcat,6
minari,uncoolcat,9
moon-knight-2022,uncoolcat,8
life-2017,uncoolcat,7
memento,uncoolcat,10
funny-games,uncoolcat,10
the-edge-of-seventeen,uncoolcat,5
boyhood,uncoolcat,5
after-hours,uncoolcat,10
renfield,uncoolcat,4
sorry-to-bother-you,uncoolcat,8
fast-furious-6,uncoolcat,8
the-unbearable-weight-of-massive-talent,uncoolcat,10
the-lobster,uncoolcat,10
godzilla-kong-the-new-empire,uncoolcat,6
venom-let-there-be-carnage,uncoolcat,8
terrifier-2,uncoolcat,8
nocturnal-animals,uncoolcat,6
scream,uncoolcat,6
the-ballad-of-buster-scruggs,uncoolcat,10
air-2023,uncoolcat,8
captain-marvel,uncoolcat,8
jurassic-world-rebirth,uncoolcat,3
casino,uncoolcat,10
arrival-2016,uncoolcat,6
black-adam,uncoolcat,6
halloween-1978,uncoolcat,10
skyfall,uncoolcat,7
battle-royale,uncoolcat,10
zootopia,uncoolcat,7
inherent-vice,uncoolcat,8
the-purge,uncoolcat,6
a-minecraft-movie,uncoolcat,8
life-of-brian,uncoolcat,10
one-hundred-and-one-dalmatians,uncoolcat,7
antichrist,uncoolcat,10
scream-2022,uncoolcat,3
halloween-iii-season-of-the-witch,uncoolcat,9
moonrise-kingdom,uncoolcat,5
mother-2017,uncoolcat,1
gangs-of-new-york-2002,uncoolcat,4
searching-2018,uncoolcat,9
decision-to-leave,uncoolcat,8
nosferatu-2024,uncoolcat,5
a-nightmare-on-elm-street,uncoolcat,6
squid-game,uncoolcat,10
the-master-2012,uncoolcat,9
kinds-of-kindness,uncoolcat,8
the-texas-chain-saw-massacre,uncoolcat,10
crash,uncoolcat,10
the-hangover-part-ii,uncoolcat,6
glass-onion,uncoolcat,9
world-war-z,uncoolcat,4
rrr,uncoolcat,10
spider-man-no-way-home,uncoolcat,9
captain-america-the-winter-soldier,uncoolcat,10
iron-man-3,uncoolcat,8
despicable-me-3,uncoolcat,2
smile-2022,uncoolcat,3
coco-2017,uncoolcat,6
barbie,uncoolcat,5
home-alone,uncoolcat,7
eternals,uncoolcat,8
now-you-see-me,uncoolcat,5
popstar-never-stop-never-stopping,uncoolcat,7
its-whats-inside,uncoolcat,7
crimes-of-the-future-2022,uncoolcat,8
the-iron-claw-2023,uncoolcat,6
persona,uncoolcat,10
bodies-bodies-bodies,uncoolcat,3
talk-to-me-2022,uncoolcat,10
scream-2,uncoolcat,4
zombieland-double-tap,uncoolcat,8
mystic-river,uncoolcat,4
mulholland-drive,uncoolcat,10
star-wars-episode-ii-attack-of-the-clones,uncoolcat,6
halloween-2018,uncoolcat,8
the-wolverine,uncoolcat,6
cleo-from-5-to-7,uncoolcat,10
jurassic-world,uncoolcat,6
free-guy,uncoolcat,4
fantastic-mr-fox,uncoolcat,6
coherence,uncoolcat,6
the-graduate,uncoolcat,10
contagion,uncoolcat,10
pirates-of-the-caribbean-dead-men-tell-no-tales,uncoolcat,5
reservoir-dogs,uncoolcat,10
an-american-werewolf-in-london,uncoolcat,10
guardians-of-the-galaxy-vol-3,uncoolcat,10
re-animator,uncoolcat,10
baby-driver,uncoolcat,5
chungking-express,uncoolcat,8
dawn-of-the-planet-of-the-apes,uncoolcat,5
captain-america-civil-war,uncoolcat,10
midsommar,uncoolcat,9
x-men-days-of-future-past,uncoolcat,10
army-of-the-dead-2021,uncoolcat,6
the-falcon-and-the-winter-soldier,uncoolcat,8
halloween-kills,uncoolcat,4
mission-impossible-ghost-protocol,uncoolcat,5
red-eye,uncoolcat,5
blow-out,uncoolcat,10
pig-2021,uncoolcat,10
the-suicide-squad,uncoolcat,3
spider-man,uncoolcat,10
american-hustle,uncoolcat,3
wind-river-2017,uncoolcat,3
a-nightmare-on-elm-street-part-2-freddys-revenge,uncoolcat,7
what-we-do-in-the-shadows,uncoolcat,10
paranormal-activity,uncoolcat,10
maxxxine,uncoolcat,6
pirates-of-the-caribbean-at-worlds-end,uncoolcat,6
star-wars,uncoolcat,10
robocop,uncoolcat,10
seven-samurai,uncoolcat,10
mickey-17,uncoolcat,7
the-amazing-spider-man-2,uncoolcat,7
scary-movie-2000,uncoolcat,8
fear-street-1978,uncoolcat,5
no-country-for-old-men,uncoolcat,10
ex-machina-2015,uncoolcat,6
days-of-heaven,uncoolcat,9
final-destination-bloodlines,uncoolcat,7
blue-valentine,uncoolcat,9
swiss-army-man,uncoolcat,10
the-hobbit-the-desolation-of-smaug,uncoolcat,6
it-chapter-two,uncoolcat,2
split-2016,uncoolcat,7
the-conjuring-the-devil-made-me-do-it,uncoolcat,6
captain-phillips,uncoolcat,6
mandy-2018,uncoolcat,10
the-darjeeling-limited,uncoolcat,8
nomadland,uncoolcat,7
fantastic-four,uncoolcat,4
sonic-the-hedgehog-2,uncoolcat,5
the-black-phone,uncoolcat,3
knock-at-the-cabin,uncoolcat,8
le-samourai,uncoolcat,9
the-menu-2022,uncoolcat,4
spider-man-across-the-spider-verse,uncoolcat,8
it-comes-at-night,uncoolcat,8
top-gun-maverick,uncoolcat,2
blink-twice,uncoolcat,7
anatomy-of-a-fall,uncoolcat,7
jumanji-welcome-to-the-jungle,uncoolcat,7
avengers-endgame,uncoolcat,10
the-hateful-eight,uncoolcat,6
willy-wonka-the-chocolate-factory,uncoolcat,10
elf,uncoolcat,8
happy-death-day-2u,uncoolcat,4
alien-romulus,uncoolcat,8
the-evil-dead,uncoolcat,10
thunderbolts,uncoolcat,8
see-how-they-run-2022,uncoolcat,7
the-incredible-hulk,uncoolcat,3
28-years-later,uncoolcat,7
weapons-2025,uncoolcat,10
chinatown,uncoolcat,10
solo-a-star-wars-story,uncoolcat,5
i-saw-the-tv-glow,uncoolcat,9
bumblebee,uncoolcat,7
venom-2018,uncoolcat,9
the-big-short,uncoolcat,8
batman-v-superman-dawn-of-justice,uncoolcat,3
la-haine,uncoolcat,10
i-saw-the-devil,uncoolcat,7
a-nightmare-on-elm-street-3-dream-warriors,uncoolcat,8
the-invisible-man-2020,uncoolcat,2
pirates-of-the-caribbean-the-curse-of-the-black-pearl,uncoolcat,9
the-florida-project,uncoolcat,6
a-quiet-place-2018,uncoolcat,4
tenet,uncoolcat,5
the-secret-life-of-walter-mitty-2013,uncoolcat,3
blade-runner,uncoolcat,10
napoleon-dynamite,uncoolcat,9
kung-fu-panda-3,uncoolcat,6
nightmare-alley-2021,uncoolcat,4
jurassic-park,uncoolcat,6
the-big-lebowski,uncoolcat,10
thanksgiving-2023,uncoolcat,8
planes-trains-and-automobiles,uncoolcat,10
rashomon,uncoolcat,10
happy-death-day,uncoolcat,2
sound-of-metal,uncoolcat,8
barbarian-2022,uncoolcat,6
the-tree-of-life-2011,uncoolcat,8
oceans-thirteen,uncoolcat,7
house,uncoolcat,10
spider-man-into-the-spider-verse,uncoolcat,10
ratatouille,uncoolcat,6
rise-of-the-planet-of-the-apes,uncoolcat,9
the-royal-tenenbaums,uncoolcat,8
the-killing-of-a-sacred-deer,uncoolcat,6
the-killer-2023,uncoolcat,7
blade-runner-2049,uncoolcat,4
the-boss-baby,uncoolcat,6
paths-of-glory,uncoolcat,10
man-of-steel,uncoolcat,6
justice-league,uncoolcat,2
three-billboards-outside-ebbing-missouri,uncoolcat,10
hell-or-high-water,uncoolcat,3
trap-2024,uncoolcat,4
monty-python-and-the-holy-grail,aguarddog,10
dune-part-two,aguarddog,10
fallen-angels,aguarddog,10
batman-forever,aguarddog,2
star-wars,aguarddog,8
finding-nemo,aguarddog,9
loki-2021,aguarddog,8
halloween-ii-1981,aguarddog,6
okja,aguarddog,10
mommy-2014,aguarddog,9
the-400-blows,aguarddog,9
incendies,aguarddog,9
despicable-me-3,aguarddog,3
the-lord-of-the-rings-the-return-of-the-king,aguarddog,10
rango,aguarddog,9
black-panther,aguarddog,7
rocketman-2019,aguarddog,8
la-haine,aguarddog,10
alien-3,aguarddog,3
bo-burnham-inside,aguarddog,10
bottoms,aguarddog,9
shiva-baby-2020,aguarddog,9
turning-red,aguarddog,8
the-good-dinosaur,aguarddog,4
judas-and-the-black-messiah,aguarddog,9
chungking-express,aguarddog,10
twin-peaks,aguarddog,10
eraserhead,aguarddog,10
alien,aguarddog,8
bird-box,aguarddog,4
batman-returns,aguarddog,9
monsters-university,aguarddog,5
the-incredible-hulk,aguarddog,4
the-godfather-part-ii,aguarddog,10
a-bugs-life,aguarddog,9
stop-making-sense,aguarddog,10
amadeus,aguarddog,9
pokemon-detective-pikachu,aguarddog,6
goodfellas,aguarddog,10
come-and-see,aguarddog,10
the-banshees-of-inisherin,aguarddog,9
mad-max-fury-road,aguarddog,7
king-richard,aguarddog,8
iron-man-3,aguarddog,5
the-batman,aguarddog,9
the-pianist,aguarddog,8
the-shape-of-water,aguarddog,7
batman-robin,aguarddog,1
paddington-2,aguarddog,9
kill-bill-vol-1,aguarddog,8
evil-dead-ii,aguarddog,9
us-2019,aguarddog,8
after-hours,aguarddog,10
american-psycho,aguarddog,9
isle-of-dogs-2018,aguarddog,8
kung-fu-panda-2,aguarddog,7
ponyo,aguarddog,7
audition,aguarddog,9
interstellar,aguarddog,7
battle-royale,aguarddog,7
lady-bird,aguarddog,8
juno,aguarddog,10
spider-man-far-from-home,aguarddog,5
memories-of-murder,aguarddog,9
suicide-squad-2016,aguarddog,1
what-we-do-in-the-shadows,aguarddog,10
despicable-me,aguarddog,4
8-half,aguarddog,8
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,aguarddog,9
twin-peaks-fire-walk-with-me,aguarddog,10
the-gentlemen,aguarddog,8
the-suicide-squad,aguarddog,9
frances-ha,aguarddog,9
the-avengers-2012,aguarddog,6
some-like-it-hot,aguarddog,9
phantom-thread,aguarddog,9
all-quiet-on-the-western-front-2022,aguarddog,7
black-swan,aguarddog,10
x-2022,aguarddog,7
the-rocky-horror-picture-show,aguarddog,10
monster-2023,aguarddog,8
midsommar,aguarddog,8
dunkirk-2017,aguarddog,8
palm-springs-2020,aguarddog,9
soul-2020,aguarddog,9
snatch,aguarddog,9
2001-a-space-odyssey,aguarddog,10
synecdoche-new-york,aguarddog,10
marriage-story-2019,aguarddog,9
aliens,aguarddog,9
i-care-a-lot,aguarddog,6
but-im-a-cheerleader,aguarddog,9
a-nightmare-on-elm-street,aguarddog,8
night-of-the-living-dead,aguarddog,8
suspiria,aguarddog,8
shrek,aguarddog,8
one-flew-over-the-cuckoos-nest,aguarddog,8
zack-snyders-justice-league,aguarddog,6
ferris-buellers-day-off,aguarddog,8
another-round,aguarddog,8
onward-2020,aguarddog,8
tenet,aguarddog,7
no-time-to-die-2021,aguarddog,7
ratatouille,aguarddog,10
doctor-strange-2016,aguarddog,7
babylon-2022,aguarddog,6
shaun-of-the-dead,aguarddog,10
belfast,aguarddog,5
bee-movie,aguarddog,6
despicable-me-2,aguarddog,4
the-darjeeling-limited,aguarddog,10
indiana-jones-and-the-temple-of-doom,aguarddog,1
white-chicks,aguarddog,8
drive-2011,aguarddog,5
hustlers-2019,aguarddog,8
once-upon-a-time-in-hollywood,aguarddog,6
scream-2022,aguarddog,6
nope,aguarddog,9
predator,aguarddog,6
high-and-low,aguarddog,9
the-simpsons-movie,aguarddog,8
monsters-inc,aguarddog,8
the-whale-2022,aguarddog,9
the-spongebob-squarepants-movie,aguarddog,9
blackkklansman,aguarddog,9
the-prestige,aguarddog,8
21-jump-street,aguarddog,8
the-lion-king,aguarddog,9
rrr,aguarddog,8
gone-girl,aguarddog,9
10-things-i-hate-about-you,aguarddog,8
morbius,aguarddog,2
final-destination,aguarddog,6
birdman-or-the-unexpected-virtue-of-ignorance,aguarddog,10
five-nights-at-freddys,aguarddog,2
pulp-fiction,aguarddog,8
swiss-army-man,aguarddog,10
return-of-the-jedi,aguarddog,7
the-matrix-reloaded,aguarddog,7
godzilla,aguarddog,8
spider-man-3,aguarddog,4
the-amazing-spider-man,aguarddog,6
prisoners,aguarddog,10
breathless,aguarddog,5
for-a-few-dollars-more,aguarddog,8
avengers-endgame,aguarddog,10
punch-drunk-love,aguarddog,10
the-hateful-eight,aguarddog,8
dune-2021,aguarddog,10
the-host,aguarddog,7
mank,aguarddog,7
halloween-1978,aguarddog,7
the-godfather,aguarddog,9
crimes-of-the-future-2022,aguarddog,7
little-miss-sunshine,aguarddog,10
superbad,aguarddog,7
the-apartment,aguarddog,8
her,aguarddog,8
spider-man-homecoming,aguarddog,2
minari,aguarddog,9
inglourious-basterds,aguarddog,8
terminator-2-judgment-day,aguarddog,7
shark-tale,aguarddog,2
the-lord-of-the-rings-the-fellowship-of-the-ring,aguarddog,9
im-thinking-of-ending-things,aguarddog,10
cinema-paradiso,aguarddog,8
creep-2014,aguarddog,7
v-for-vendetta,aguarddog,8
dune,aguarddog,7
citizen-kane,aguarddog,9
deadpool,aguarddog,8
popstar-never-stop-never-stopping,aguarddog,9
before-midnight,aguarddog,10
adaptation,aguarddog,9
deadpool-2,aguarddog,7
captain-marvel,aguarddog,5
eternal-sunshine-of-the-spotless-mind,aguarddog,9
a-real-pain,aguarddog,9
aftersun,aguarddog,10
jurassic-park,aguarddog,10
once-upon-a-time-in-the-west,aguarddog,7
uncut-gems,aguarddog,10
raging-bull,aguarddog,7
persona,aguarddog,10
saw-ii,aguarddog,7
eyes-wide-shut,aguarddog,6
liar-liar,aguarddog,6
megamind,aguarddog,8
ant-man-and-the-wasp,aguarddog,5
zodiac,aguarddog,10
coda-2021,aguarddog,4
the-green-mile,aguarddog,10
wonka,aguarddog,6
the-muppets,aguarddog,9
x-men,aguarddog,8
back-to-the-future,aguarddog,9
avengers-age-of-ultron,aguarddog,5
last-night-in-soho,aguarddog,7
avengers-infinity-war,aguarddog,10
sorry-to-bother-you,aguarddog,10
the-wolf-of-wall-street,aguarddog,8
manchester-by-the-sea,aguarddog,10
in-the-mood-for-love,aguarddog,10
brave-2012,aguarddog,4
rise-of-the-planet-of-the-apes,aguarddog,8
i-saw-the-tv-glow,aguarddog,10
midnight-in-paris,aguarddog,6
top-gun-maverick,aguarddog,2
the-muppet-christmas-carol,aguarddog,8
licorice-pizza,aguarddog,8
shrek-forever-after,aguarddog,8
rocky,aguarddog,5
happy-gilmore,aguarddog,8
star-wars-episode-ii-attack-of-the-clones,aguarddog,2
titane,aguarddog,9
the-father-2020,aguarddog,9
klaus,aguarddog,8
blade-runner,aguarddog,4
luca-2021,aguarddog,9
1917,aguarddog,9
the-wizard-of-oz-1939,aguarddog,8
nosferatu,aguarddog,8
scream-2,aguarddog,8
scream-4,aguarddog,7
guardians-of-the-galaxy-vol-2,aguarddog,8
sound-of-metal,aguarddog,9
fantastic-four-rise-of-the-silver-surfer,aguarddog,5
chicken-run,aguarddog,9
get-out-2017,aguarddog,9
decision-to-leave,aguarddog,8
ghostbusters,aguarddog,5
bicycle-thieves,aguarddog,8
black-panther-wakanda-forever,aguarddog,5
y-tu-mama-tambien,aguarddog,7
captain-america-the-first-avenger,aguarddog,3
moon-knight-2022,aguarddog,9
in-the-mouth-of-madness,aguarddog,9
the-iron-giant,aguarddog,9
the-goonies,aguarddog,7
wonder-woman-2017,aguarddog,7
frankenstein-1931,aguarddog,7
burn-after-reading,aguarddog,8
toy-story,aguarddog,9
captain-america-the-winter-soldier,aguarddog,8
do-the-right-thing,aguarddog,10
the-mitchells-vs-the-machines,aguarddog,8
sherlock-jr,aguarddog,8
scott-pilgrim-vs-the-world,aguarddog,10
eternals,aguarddog,9
inside-llewyn-davis,aguarddog,10
it-2017,aguarddog,6
batman-begins,aguarddog,7
stalker,aguarddog,10
dumbo,aguarddog,5
singin-in-the-rain,aguarddog,8
the-wind-rises,aguarddog,8
apocalypse-now,aguarddog,8
deadpool-wolverine,aguarddog,1
50-first-dates,aguarddog,8
pixels-2015,aguarddog,6
500-days-of-summer,aguarddog,7
black-christmas,aguarddog,8
slumdog-millionaire,aguarddog,8
bodies-bodies-bodies,aguarddog,9
boogie-nights,aguarddog,9
black-widow-2021,aguarddog,6
sunset-boulevard,aguarddog,10
love-actually,aguarddog,7
there-will-be-blood,aguarddog,10
its-a-wonderful-life,aguarddog,8
kill-bill-vol-2,aguarddog,5
city-of-god,aguarddog,10
the-fly-1986,aguarddog,9
blackberry-2023,aguarddog,8
the-northman,aguarddog,9
howls-moving-castle,aguarddog,8
your-name,aguarddog,10
shang-chi-and-the-legend-of-the-ten-rings,aguarddog,8
the-witch-2015,aguarddog,8
lawrence-of-arabia,aguarddog,7
inland-empire,aguarddog,9
heat-1995,aguarddog,8
west-side-story-2021,aguarddog,8
dungeons-dragons-honor-among-thieves,aguarddog,6
schindlers-list,aguarddog,9
forrest-gump,aguarddog,8
chef,aguarddog,7
nomadland,aguarddog,8
the-perks-of-being-a-wallflower,aguarddog,9
little-women-2019,aguarddog,9
the-matrix,aguarddog,8
children-of-men,aguarddog,9
inherent-vice,aguarddog,7
burning-2018,aguarddog,10
click,aguarddog,5
fight-club,aguarddog,9
the-social-network,aguarddog,10
the-trial-of-the-chicago-7,aguarddog,8
grave-of-the-fireflies,aguarddog,10
raiders-of-the-lost-ark,aguarddog,8
possession,miffyshoes,8
before-sunrise,miffyshoes,8
notting-hill,miffyshoes,7
before-sunset,miffyshoes,9
the-birds,miffyshoes,9
magnolia,miffyshoes,8
the-umbrellas-of-cherbourg,miffyshoes,5
in-the-mood-for-love,miffyshoes,9
the-lobster,miffyshoes,7
there-will-be-blood,miffyshoes,6
the-departed,miffyshoes,7
howls-moving-castle,miffyshoes,8
black-widow-2021,miffyshoes,4
the-martian,miffyshoes,7
the-game,miffyshoes,5
killers-of-the-flower-moon,miffyshoes,7
ratatouille,miffyshoes,8
inside-llewyn-davis,miffyshoes,6
barbarian-2022,miffyshoes,8
palm-springs-2020,miffyshoes,8
glass-onion,miffyshoes,4
enola-holmes,miffyshoes,3
creep-2014,miffyshoes,6
the-batman,miffyshoes,8
fantastic-mr-fox,miffyshoes,9
psycho,miffyshoes,6
challengers,miffyshoes,10
do-the-right-thing,miffyshoes,9
paris-texas,miffyshoes,10
indiana-jones-and-the-dial-of-destiny,miffyshoes,5
kinds-of-kindness,miffyshoes,2
10-cloverfield-lane,miffyshoes,6
kikis-delivery-service,miffyshoes,10
days-of-heaven,miffyshoes,6
rocky,miffyshoes,8
manhunter,miffyshoes,8
the-incredibles,miffyshoes,9
despicable-me,miffyshoes,4
tar-2022,miffyshoes,9
the-king-of-comedy,miffyshoes,8
eyes-wide-shut,miffyshoes,9
guardians-of-the-galaxy,miffyshoes,5
booksmart,miffyshoes,8
big-hero-6,miffyshoes,8
drive-2011,miffyshoes,7
top-gun-maverick,miffyshoes,7
porco-rosso,miffyshoes,9
persona,miffyshoes,9
judas-and-the-black-messiah,miffyshoes,8
the-royal-tenenbaums,miffyshoes,8
the-boy-and-the-heron,miffyshoes,9
ponyo,miffyshoes,8
the-wailing,miffyshoes,7
tangerine,miffyshoes,6
le-samourai,miffyshoes,9
the-conversation,miffyshoes,8
the-grand-budapest-hotel,miffyshoes,8
midsommar,miffyshoes,5
pretty-woman,miffyshoes,4
scott-pilgrim-vs-the-world,miffyshoes,8
bridget-joness-diary,miffyshoes,4
being-john-malkovich,miffyshoes,9
amadeus,miffyshoes,8
oceans-twelve,miffyshoes,4
pulp-fiction,miffyshoes,5
singin-in-the-rain,miffyshoes,7
oceans-eleven-2001,miffyshoes,5
star-wars-episode-iii-revenge-of-the-sith,miffyshoes,5
